code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300340,科恒股份,元器件,广东,860.08,0.82,1.18,97767.56,55801.8,16355.94,51351.6,4.36,0.05,8,7.1,2012/7/26,15958.82,1.35,50.13,130.93,9.79,1.4,17527
300150,世纪瑞尔,软件服务,北京,0,3.27,5.4,158606.3,132169.02,2693.42,72866.55,1.35,-0.033,2.66,3.39,2010/12/22,10714.71,0.2,-16.94,-143.18,37.47,-9.51,35820
603639,海利尔,农药化肥,山东,45.13,0.3,1.2,118997.11,79198.25,18324.36,8883.05,0.74,1.63,7.47,7.36,2017/1/12,44802.25,3.73,0.91,12.1,36.13,14.26,32221
603968,醋化股份,化工原料,江苏,32.97,1.37,2.04,174392.86,91364,50753.68,39697.4,1.94,0.722,6.18,3.86,2015/5/18,52193.73,2.55,7.07,42.2,20.86,11.11,19123
600197,伊力特,白酒,新疆,30.21,4.41,4.41,271604.94,223778.2,34545.01,20360.53,0.46,0.628,4.36,4.35,1999/9/16,96820.81,2.2,3.38,-1.82,50.21,16.35,38455
599,青岛双星,汽车配件,山东,48.55,6.28,6.75,732849.5,376937.03,135027.97,119546.46,1.77,0.12,3.89,2,1996/4/30,70431.03,1.04,70.29,92.43,14.74,2.2,64610
2660,茂硕电源,电气设备,深圳,190.36,1.92,2.77,209060.66,117987.61,46660.4,46949.76,1.69,0.048,3.17,3.84,2012/3/16,11128.28,0.4,56.82,224.09,21.35,1.47,30000
600169,太原重工,工程机械,山西,0,24.24,25.64,2729145.25,1937573.25,477767.44,122943.21,0.48,-0.383,1.84,2.4,1998/9/4,52978.5,0.21,-51.28,-9119.15,2.51,-44.42,163178
603579,荣泰健康,医疗保健,上海,46.95,0.18,0.7,108015.01,79340.77,13627.44,8505.99,1.22,3.94,8.6,16.12,2017/1/11,28741.8,4.11,25.5,44.81,38.16,16.08,16236
4,国农科技,生物制药,深圳,154.26,0.83,0.84,38161.51,31194,3559.4,66.48,0.01,0.175,1.15,31.42,1991/1/14,51.35,0.01,144.75,518.44,30.5,6.76,12712
2713,东易日盛,装修装饰,北京,38.25,0.74,2.54,265877.47,158443.22,29224.65,46647.98,1.84,0.69,4.11,6.33,2014/2/19,29881.72,1.18,32.85,75.74,37.22,5.76,13389
600320,振华重工,工程机械,上海,119.46,27.68,43.9,6082382,2958600.5,1502278.25,552697.88,1.26,0.048,3.46,1.67,2000/12/21,335393.66,0.76,4.62,0,18.98,0.87,269424
597,东北制药,化学制药,辽宁,761.42,4.39,4.75,978271.81,505174.06,315922.75,177760.27,3.75,0.013,4.84,2.69,1996/5/23,-5686.06,-0.12,24.99,102.74,30.73,0.16,36189
2542,中化岩土,建筑施工,北京,79.88,6.22,18,474920.44,316869.41,61396.91,35590.5,0.2,0.081,1.55,5.56,2011/1/28,54347.05,0.3,17.11,10.03,23.87,9.76,41276
600026,中远海能,水运,上海,15.02,27.36,40.32,5802182.5,897446.13,3292854,759520.5,1.88,0.477,6.8,1.05,2002/5/23,1249759.75,3.1,-26.01,66.65,25.02,14.78,132554
2768,国恩股份,塑料,山东,44.55,0.87,2.4,163926.86,105845.57,28530.55,22617.92,0.94,0.545,3.46,7.03,2015/6/30,32566.65,1.36,71.03,81.23,19.05,10.21,26009
524,岭南控股,酒店餐饮,广东,259.77,2.7,5.35,85293.45,14763,32226.76,20164.96,0.38,0.057,2.31,6.43,1993/11/18,3329.18,0.06,-0.99,-21.96,54.76,10.11,30535
2342,巨力索具,机械基件,河北,361.97,8.66,9.6,407075.5,212725.7,139233.22,67299.28,0.7,0.021,2.52,3.09,2010/1/26,66618.07,0.69,2.29,-23.94,23.09,1.51,75034
530,大冷股份,机械基件,辽宁,39.39,3.57,6.12,483850.31,211706.05,43134.12,95831.15,1.57,0.23,5.26,2.15,1993/12/8,59645.51,0.97,4.58,32.51,17.51,10.53,35074
601390,中国中铁,建筑施工,北京,16.33,183.28,228.44,73558376,57894728,4713693,4175432,1.83,0.39,6.02,1.46,2007/12/3,5533546,2.42,2.69,16.91,9.02,2.09,781521
603169,兰石重装,专用机械,甘肃,433.81,4.66,10.25,696487.06,425217.69,212109.05,119620.72,1.17,0.024,2.92,4.71,2014/10/9,65710.9,0.64,-40.77,-96.32,18.73,1.97,61755
2809,红墙股份,化工原料,广东,97.42,0.2,0.8,97798.21,87607.84,6940.77,43443.73,5.43,0.79,10.86,7.39,2016/8/23,32910.19,4.11,0,0,33.85,16.11,23250
603366,日出东方,家用电器,江苏,24.66,8,8,489272.75,309422.25,66320.25,191865.81,2.4,0.278,4.7,1.94,2012/5/21,86141.46,1.08,-8.69,60.39,40.59,13.38,38408
607,华媒控股,广告包装,浙江,54.79,4.87,10.18,279343.41,138146.2,23040.46,-23113.97,-0.23,0.125,1.64,5.56,1996/8/30,83896.18,0.82,11.44,4.78,32.7,11.03,57965
600749,西藏旅游,旅游景点,西藏,0,1.89,1.89,132495.11,10243.36,61427.35,43987.94,2.33,-0.503,2.85,7.18,1996/10/15,-9504.5,-0.5,-16.97,-1876.28,35.35,-75.35,20303
600232,金鹰股份,纺织,浙江,157.86,3.65,3.65,166159.13,125600.57,31498.98,39735.3,1.09,0.051,3.2,3.37,2000/6/2,28747.44,0.79,-11.16,-24.46,13.4,2.57,39425
300173,智慧松德,轻工机械,广东,138.63,3.13,5.86,223092.02,121803.36,14106.1,81742.11,1.39,0.082,2.76,5.53,2011/2/1,19532.01,0.33,-15.77,12.94,33.3,16.56,23153
600477,杭萧钢构,钢加工,浙江,27.51,8.03,10.57,649570.25,542410.81,67907.72,26852.85,0.25,0.283,1.87,5.54,2003/11/10,60056.35,0.57,2.86,155.12,30.38,11.04,54483
2828,贝肯能源,石油开采,新疆,74.32,0.29,1.17,114820.27,83450.92,27729.05,32999.48,2.82,0.71,7.16,5.55,2016/12/8,30981.44,2.64,-41.36,-4.01,27.63,14.63,27996
300200,高盟新材,化工原料,北京,48.98,2.03,2.14,84229.25,60830.85,20621.51,41798.75,1.96,0.243,3.64,4.35,2011/4/7,12142.17,0.57,2.86,22.4,33.48,14.3,12862
528,柳 工,工程机械,广西,203.07,11.25,11.25,2058410.25,1325952.25,246675.05,352074.09,3.13,0.044,7.86,1.13,1993/11/18,362076.28,3.22,5.25,131.13,24.87,0.7,78319
603165,荣晟环保,造纸,浙江,42.54,0.32,1.27,85164.65,33748.35,43867.87,1031.85,0.08,1.29,4.23,9.75,2017/1/17,24953.85,1.97,43.68,59.01,18.7,11.93,30049
600419,天润乳业,乳制品,新疆,73.92,0.89,1.04,116212.52,31014.05,47376.37,60678.4,5.86,0.756,7.12,7.84,2001/6/28,1104.22,0.11,48.7,53.9,30.98,8.94,8923
300556,丝路视觉,软件服务,深圳,337.89,0.28,1.11,44482.48,37599.78,2426.98,9697.51,0.87,0.105,3.37,14,2016/11/4,9011.55,0.81,0,0,41.02,4.26,24270
600116,三峡水利,水力发电,重庆,49.46,8.88,9.93,465167.59,107399.36,267792.38,76290.06,0.77,0.233,2.47,4.67,1997/8/4,61005.3,0.61,-4.43,11.64,30.56,18.39,93799
2163,中航三鑫,装修装饰,深圳,0,7.42,8.04,648410.31,261143.13,151532.02,58584.05,0.73,-0.005,0.9,11.29,2007/8/23,-72249.11,-0.9,-4.31,96.47,14.16,-0.14,78824
719,大地传媒,出版业,河南,20.14,6.67,10.23,1015315.88,690582,114430.7,275064,2.69,0.447,6.27,1.92,1997/3/31,252423.84,2.47,7.97,-4.17,30.27,9.02,20378
600172,黄河旋风,矿物制品,河南,38.7,6.46,7.92,845345.88,287780.22,341486.5,235668.97,2.97,0.322,5.98,2.78,1998/11/26,139328.59,1.76,34.15,62.09,38.89,14.93,45472
603036,如通股份,专用机械,江苏,123.27,0.51,2.03,105368.8,88878.34,12965.94,41168,2.02,0.43,4.71,8.52,2016/12/9,30641.3,1.51,-12.7,5.26,49.85,31.01,34448
300597,吉大通信,通信设备,吉林,124.54,0.6,2.4,55637.68,51415.14,2847.8,0,0,0.151,2.21,11.32,2017/1/23,19615.4,0.82,0,0,28.06,13.22,105074
300241,瑞丰光电,半导体,深圳,74.21,1.68,2.76,189451.17,98683.28,44710.71,64832.35,2.34,0.23,3.71,3.62,2011/7/12,21624.09,0.78,28.06,50.62,19.06,4.24,9631
600718,东软集团,软件服务,辽宁,8.8,12.32,12.43,1134155.5,583091.81,148886.63,69191.85,0.56,1.66,6.34,3.04,1996/6/18,523895.31,4.21,1.77,1161.01,33.6,41.48,86139
600097,开创国际,渔业,上海,0,2.03,2.03,163097.06,74849.81,64771.96,2548.95,0.13,-0.773,3.17,5.86,1997/6/19,12686.25,0.63,55.35,-35.26,17.97,-22.03,17904
300601,康泰生物,生物制药,深圳,128.27,0.42,4.11,154066.98,55106.4,27172.19,19597.1,0.48,0.181,1.96,15.83,2017/2/7,15691.07,0.38,0,0,75.48,21.88,73685
600528,中铁工业,建筑施工,四川,233.15,14.59,22.22,5709567.5,5249858,164524.31,159785.48,0.72,0.052,4.24,3.79,2001/5/28,256635.27,1.16,-4.84,-27.09,4.1,0.31,166072
603300,华铁科技,钢加工,浙江,124.94,2.78,4.05,419464.84,158638.7,85157.24,34598.4,0.85,0.086,2.72,5.29,2015/5/29,32262.21,0.8,37.17,-37.33,60.25,10.79,34854
2560,通达股份,电气设备,河南,56.52,2.84,4.29,266652.09,142279.56,26741.69,69663.13,1.62,0.161,3.46,3.5,2011/3/3,36875.37,0.86,40.53,76.4,14.6,5.88,43669
2838,道恩股份,塑料,山东,66.87,0.21,0.84,67476.68,40767.73,13757.82,9038.25,1.08,0.732,7.19,9.07,2017/1/6,27768.75,3.31,19.03,48.28,25.35,11.32,9994
300586,美联新材,化工原料,广东,79.39,0.24,0.96,66841.36,48472.75,12249.36,28868.25,3.01,0.66,5.76,6.79,2017/1/4,15137.87,1.58,20.5,14.93,23.05,11.33,12537
603266,天龙股份,塑料,浙江,51.54,0.25,1,68048.63,46028.76,15840.17,4256.5,0.43,0.614,5.49,7.69,2017/1/10,27635.02,2.76,15.93,43.05,29.97,10.67,25599
300525,博思软件,软件服务,福建,322.67,0.17,0.68,43026,28658.9,11987,19457.65,2.86,0.22,5.81,13.37,2016/7/26,12234.75,1.8,0,0,68.74,15.13,17081
2229,鸿博股份,广告包装,福建,0,2.12,3.35,249680.77,143734.92,63056.3,106316.02,3.17,-0.036,4.88,4.86,2008/5/8,18950.9,0.57,28.16,-5.56,30.65,-2.04,38519
2398,建研集团,其他建材,福建,29.65,2.52,3.43,265705.25,172099.91,39697.05,57738.42,1.68,0.488,6.22,2.33,2010/5/6,116066.65,3.39,2.94,-17.21,32.73,12.08,19757
600853,龙建股份,建筑施工,黑龙江,191.49,5.37,5.37,994149.19,882818.63,28104.4,10036.16,0.19,0.028,1.51,4.78,1994/4/4,16730.28,0.31,25.83,32.65,6.18,0.3,75963
2271,东方雨虹,其他建材,北京,24.53,5.61,8.83,870648,618748.13,137413.75,171401.48,1.94,0.87,5.23,5.11,2008/9/10,247681.91,2.81,32.09,55.3,44.53,15.02,28027
600180,瑞茂通,仓储物流,山东,34.93,8.82,10.16,1463316.5,1327987.63,2022.78,150550.47,1.48,0.289,4.31,3.12,1998/7/3,178465.61,1.76,108.75,32.39,9.32,2.24,22303
603615,茶花股份,塑料,福建,72.97,0.6,2.4,92314.68,50840.93,35114.76,27307.65,1.14,0.51,4.64,5.99,2017/2/13,35142.15,1.46,-1.38,1.43,33.28,13.63,58042
2607,亚夏汽车,汽车服务,安徽,65.34,3.57,4.56,391998.66,195883.55,72292.55,107756.13,2.36,0.13,4.06,2.57,2011/8/10,27782.76,0.61,20.2,1206.5,5.74,1.22,26193
300416,苏试试验,电器仪表,江苏,73.86,0.64,1.26,76511.56,50292.7,20452.55,14014.37,1.12,0.43,3.87,8.2,2015/1/22,20370.64,1.62,25.98,11.47,46.11,13.69,8277
2795,永和智控,机械基件,浙江,94.54,0.25,1,69787.34,52376.42,7688.68,34386.23,3.44,0.74,6.09,10.46,2016/4/28,13351.52,1.34,-4.59,2.08,29.85,14.78,23337
600033,福建高速,路桥,福建,14.73,27.44,27.44,1823618.25,122970.57,1545261.63,166057.8,0.61,0.196,3.03,1.27,2001/2/9,310644.53,1.13,-2.91,13.21,69.43,28.82,163193
300032,金龙机电,元器件,浙江,63.77,5.96,8.14,644164.88,442059.06,79765.56,333226.59,4.09,0.2,5.77,2.56,2009/12/25,46573.23,0.57,10.76,-55.79,15.26,5.91,39836
300084,海默科技,石油开采,甘肃,1708.84,2.5,3.85,240973.2,131483.5,21507.3,124436.6,3.23,0.005,4.68,2.65,2010/5/20,14495.35,0.38,-24.43,150.92,34.13,1.01,16293
151,中成股份,商贸代理,北京,67.65,2.67,2.96,180735.05,155906.44,3198.12,44202.65,1.49,0.255,3.3,6.98,2000/9/6,10976.05,0.37,51.13,-11.75,16.98,8.39,34521
600190,锦州港,港口,辽宁,198.95,17.79,20.02,1245139.25,223529.97,843677.88,266351.25,1.33,0.02,2.94,1.8,1999/6/9,85984.28,0.43,23.27,-67.11,10.64,1.87,118397
600509,天富能源,火力发电,新疆,22.6,9.06,9.06,1878307.38,369003.16,729118,257730.42,2.85,0.302,5.2,1.75,2002/2/28,95990.55,1.06,3.03,-7.81,32.83,10.31,53744
603811,诚意药业,化学制药,浙江,72.64,0.21,0.85,36427.35,18099.63,11821.82,12287,1.44,0.8,4.38,13.26,2017/3/15,6879.92,0.81,1.35,18.13,51.11,21.22,23201
659,珠海中富,广告包装,广东,0,12.86,12.86,309704.34,89988.17,179766.56,26524.8,0.21,-0.062,0.76,7.2,1996/12/3,-94058.47,-0.73,-13.89,-868.63,18.55,-5.88,70820
603023,威帝股份,汽车配件,黑龙江,62.03,1.27,3.6,53231.5,50027.12,2145.55,662.03,0.02,0.173,1.39,10.29,2015/5/27,9679.4,0.27,4.63,17.95,55.65,46.16,22624
657,中钨高新,小金属,海南,297.91,2.46,6.29,697092.31,369274.47,230396.38,274118.03,4.36,0.035,4.75,2.94,1996/12/5,-35307.05,-0.56,-1.06,112.86,18.71,0.57,40000
601992,金隅股份,水泥,北京,18.52,81.45,106.78,20839712,11947873,4577328.5,586519.56,0.55,0.252,4.14,1.13,2011/3/1,2098012,1.96,16.65,33.17,23.45,5.63,70763
300545,联得装备,专用机械,深圳,163.77,0.18,0.71,55374.18,51998.12,1448.91,22213.5,3.12,0.42,6.31,11.03,2016/9/28,13963.02,1.96,0,0,27.36,13.45,12934
601872,招商轮船,水运,上海,12.2,47.21,52.99,3642369.5,733114.88,2369003,734466.44,1.39,0.334,2.92,1.86,2006/12/1,341502.88,0.64,-1.81,8.77,40.71,39.59,209269
300557,理工光科,电器仪表,湖北,85.13,0.14,0.56,60266.38,56162.26,2510.84,19838.15,3.56,0.99,8.39,7.94,2016/11/1,18547.26,3.33,13.07,14.36,42.95,20.98,12298
789,万年青,水泥,江西,24.5,6.13,6.13,851185.13,276241.16,432354.19,27790.75,0.45,0.27,4.47,1.98,1997/9/23,169742.47,2.77,-5.96,16.13,21.03,4.46,41761
2777,久远银海,软件服务,四川,132.63,0.24,0.8,100257.88,87365.84,6372.46,20205.24,2.53,0.444,5.19,15.12,2015/12/31,10320.08,1.29,10.71,14.64,47.25,13.33,10391
300164,通源石油,石油开采,陕西,329.91,3.08,4.4,185092.95,83761.88,30552,78063.78,1.77,0.02,3.41,2.56,2011/1/13,19927.55,0.45,-39.34,146.99,46.05,3.45,19441
600495,晋西车轴,运输设备,山西,379.37,12.08,12.08,368195.75,214696.55,69145.18,116013.51,0.96,0.022,2.57,3.29,2004/5/26,55797.4,0.46,-52.18,-73.27,14.68,2.8,162823
300567,精测电子,电器仪表,湖北,67.76,0.2,0.8,97909.61,91722.8,2310.81,35974.01,4.5,1.6,8.85,9.44,2016/11/22,23841.03,2.98,25.5,28.58,54.09,18.83,8447
632,三木集团,综合类,福建,235.08,4.65,4.66,675669.06,412290.88,37088.19,0,0,0.036,2.68,3.13,1996/11/21,13611.88,0.29,6.4,36.28,7.95,0.34,34950
610,西安旅游,旅游服务,陕西,317.12,2.35,2.37,138184.81,86547.18,20781.25,39470.71,1.67,0.045,3.38,4.24,1996/9/26,12759.12,0.54,5.26,-1.03,6.28,1.34,30671
2240,威华股份,家居用品,广东,233.97,4.42,4.91,252243.59,98402.53,123888.97,96005.65,1.96,0.048,2.89,3.87,2008/5/23,-11846.94,-0.24,-2.66,112.01,7.64,1.67,49048
2045,国光电器,元器件,广东,109.02,4.16,4.17,300435.09,156948.47,61327.95,41248.12,0.99,0.145,3.22,4.9,2005/5/23,38557.59,0.92,15.13,25.97,19.01,2.35,38083
2762,金发拉比,服饰,广东,139.33,0.51,2.02,94507.93,73875.93,5321.9,29877.85,1.48,0.243,4.27,10.55,2015/6/10,32476.01,1.61,0.42,-1.63,50.5,18.86,17780
2335,科华恒盛,电气设备,福建,71.96,1.86,2.71,480578.09,299870.03,78431.61,203082,7.5,0.4,10.89,3.24,2010/1/13,56832.03,2.1,22.21,35.9,37.01,8.65,17201
600135,乐凯胶片,化工原料,河北,130.55,3.68,3.73,205804.19,144993.25,24483.88,89991.36,2.41,0.11,4.4,3.27,1998/1/22,22168.76,0.59,20.14,12.26,17.27,2.89,29560
2684,猛狮科技,电气设备,广东,1763.29,2.15,3.78,493354.09,222612.88,101151.07,98512.15,2.6,0.014,4.55,7.15,2012/6/12,16185.9,0.43,150.93,65.22,21.97,0.57,21773
300096,易联众,软件服务,福建,0,3.73,4.3,103298.67,79988.56,9986.73,4021.25,0.09,-0.023,1.63,8.66,2010/7/28,21074.48,0.49,17.74,-170.75,47.49,-3.44,28087
600506,香梨股份,种植业,新疆,0,1.48,1.48,28309.84,11785.46,3125.2,22398.22,1.52,-0.058,1.81,12.26,2001/12/26,-13935.87,-0.94,18.53,-358.4,3.15,-13.26,19033
2053,云南能投,食品,云南,37.35,3.72,5.58,327119.06,146221.77,91187.5,118622.65,2.12,0.484,4.04,4.47,2006/6/27,40504.56,0.73,-12.64,163.46,59.97,18.57,20033
2077,大港股份,区域地产,江苏,309.84,2.52,5.8,695044.94,376088.38,77700.06,281856.31,4.86,0.035,6.56,2.2,2006/11/16,29996.5,0.52,38.33,239.83,18.24,1.91,16884
300415,伊之密,专用机械,广东,51.83,1.59,2.4,175804.55,93119.18,37980.59,22821.45,0.95,0.308,3.36,6.34,2015/1/23,27998.66,1.17,15.13,40.22,36.22,7.23,15284
2068,黑猫股份,化工原料,江西,0,6.07,6.07,608832.69,283159.09,272748.28,84466.38,1.39,-0.007,3.19,2.69,2006/9/15,42599.81,0.7,-16.34,-130.5,16.94,-0.14,39112
2406,远东传动,汽车配件,河南,48.2,3.97,5.61,251797.09,148925.98,65062.21,89304.5,1.59,0.149,3.94,2.44,2010/5/18,66673.63,1.19,1.48,7.27,31.19,11.85,63931
300434,金石东方,专用机械,四川,187.01,0.34,1.36,48379.3,31746.94,1962.49,7337.13,0.54,0.188,2.96,11.86,2015/4/24,17121.01,1.26,38.68,9.18,34.63,15.72,10973
300120,经纬电材,电气设备,天津,197.64,1.64,2.05,75997.46,34746.93,36821.62,30486.7,1.49,0.077,2.94,5.16,2010/9/17,6060.48,0.3,24.25,134.28,12.81,2.49,13369
680,山推股份,工程机械,山东,0,10.57,12.41,905070.13,487732.41,218451.95,119006.42,0.96,-0.066,2.5,2.82,1997/1/22,30554.7,0.25,6.53,82.36,15.19,-2.49,108415
300588,熙菱信息,软件服务,新疆,170.48,0.25,1,56614.28,51147.35,620.26,2811.37,0.28,0.191,2.53,17.19,2017/1/5,8074.63,0.81,0,0,20.97,5.47,12562
600248,延长化建,建筑施工,陕西,37.55,6.08,6.16,542811,461008.31,54913.03,49564.95,0.8,0.199,3.13,2.39,2000/6/22,66437.31,1.08,-5.02,1.39,8.79,3.39,31779
300608,思特奇,软件服务,北京,0,0.17,0.67,66107.78,62968.28,1887.74,9622.9,1.43,-0.074,6.12,10.33,2017/2/13,14058.8,2.09,0,0,35.86,-1.37,31067
2830,名雕股份,装修装饰,深圳,186.19,0.17,0.67,67970.17,49098.15,10466.05,1046.74,0.16,0.261,6.13,10.57,2016/12/13,22176.21,3.33,-1.15,-3.17,30.38,3.94,30825
972,中基健康,食品,新疆,0,7.71,7.71,266795.28,139642.42,87940.96,107309.3,1.39,-0.118,1.29,4.84,2000/9/26,-93895.11,-1.22,-21.04,-41.36,5.09,-29.28,66002
2320,海峡股份,水运,海南,45.29,4.26,5.08,257069.05,85976.85,131223.56,101585.17,2,0.266,5.59,2.87,2009/12/16,61264.51,1.21,6.28,34.66,42.68,23.81,30832
300289,利德曼,生物制药,北京,80.72,3.18,4.24,160512.5,69243.57,65069.61,26399.78,0.62,0.112,2.88,4.17,2012/2/16,48671.98,1.15,-14.15,-40.05,55.74,12.32,19426
300592,华凯创意,软件服务,湖南,107.41,0.31,1.22,64245.95,54895.88,6008.95,7359.74,0.6,0.231,3.49,9.47,2017/1/20,15300.67,1.25,0,0,27.01,8.83,54563
603039,泛微网络,软件服务,上海,83.83,0.17,0.67,74670.45,60431.88,11742.99,0,0,1.3,5.9,13.9,2017/1/13,21910.39,3.29,45.56,29.41,95.93,14.14,9961
603667,五洲新春,机械基件,浙江,68.27,0.51,2.02,141303.77,76346.06,43759.8,21430.35,1.06,0.333,4.71,6.43,2016/10/25,32554.4,1.61,0,0,22.84,8.67,48727
600279,重庆港九,港口,重庆,68.62,6.93,6.93,766947.69,194481.19,377858.72,210796.75,3.04,0.113,4.69,1.66,2000/7/31,38210.46,0.55,6.45,0.85,17.87,3.57,54659
2274,华昌化工,农药化肥,江苏,255.98,4.9,6.35,634374.5,177902.52,335952.06,154951.23,2.44,0.026,4.42,2,2008/9/25,22765.82,0.36,-15.26,-12.53,6.69,0.59,33573
2824,和胜股份,铝,广东,71.46,0.3,1.2,60617.38,32629.4,20764.1,15127.51,1.26,0.446,4.49,9.47,2017/1/12,14318.35,1.19,8.59,56.76,24.79,9.69,23046
2825,纳尔股份,化工原料,上海,78.55,0.25,1,46835.26,27741.95,14853.76,1918.71,0.19,0.488,4.53,11.27,2016/11/29,21985.81,2.2,0.28,6.09,24.83,12.26,46122
300006,莱美药业,化学制药,重庆,97.91,5.84,8.12,258716.7,96658.86,84606.77,58472.26,0.72,0.058,2.05,3.68,2009/10/30,23522.02,0.29,0.34,232.76,39.58,6.83,31422
300603,立昂技术,通信设备,新疆,206,0.26,1.03,51134.3,40546.96,2000.05,6369.33,0.62,0.16,3.23,13.57,2017/1/26,9188.88,0.9,0,0,22.79,8.33,49771
300308,中际装备,工程机械,山东,1339.14,2.15,2.16,62547.43,29240.8,18413.97,23233.75,1.08,0.019,2.54,13.48,2012/4/10,8804.3,0.41,19.27,177.99,28.01,5.02,7619
300605,恒锋信息,软件服务,福建,98.98,0.21,0.84,40461.5,36524.46,3484.38,8335.95,0.99,0.465,3.69,12.45,2017/2/8,7771.31,0.93,6.19,10.85,27.03,11.82,19000
752,西藏发展,啤酒,西藏,742.83,2.64,2.64,144070.86,97539.43,16292.62,2405.95,0.09,0.016,2.96,5.48,1997/6/25,44197.01,1.68,-10.98,-70.11,24.05,1.62,41384
300347,泰格医药,医疗保健,浙江,91.69,2.99,4.75,213788.16,95873.72,18910.4,62327.66,1.31,0.21,3.25,7.89,2012/8/17,40398.55,0.85,29.38,-9.81,40.84,11.73,15586
601866,中远海发,水运,上海,0,79.32,116.83,11134726,2688701.75,5626099,130668.76,0.11,-0.054,1.19,3.47,2007/12/12,197425.27,0.17,-55.62,-148.6,8.62,-5.26,441392
2526,山东矿机,工程机械,山东,522.64,4.59,5.34,266359.69,177000.45,51222.51,111371.92,2.09,0.02,3.19,3.28,2010/12/17,43.7,0,-20.39,103.99,16.01,1.25,48000
600148,长春一东,汽车配件,吉林,353.52,1.42,1.42,86276.31,65467.88,18100.4,8911.74,0.63,0.073,2.64,13.01,1998/5/20,10772.5,0.76,7.26,187.6,32.28,2.67,18420
300128,锦富技术,元器件,江苏,243.48,3.25,4.79,351582.94,200520.2,52855.8,130508.92,2.72,0.08,4.1,4.73,2010/10/13,44281.53,0.92,-5.74,77,12.92,1.28,15202
2851,麦格米特,电气设备,深圳,100.22,0.45,1.78,144212.88,105224.8,20755.74,14447.54,0.81,0.617,5.17,11.95,2017/3/6,37734.93,2.12,41.98,93.85,33.77,9.5,81113
300379,东方通,软件服务,北京,146.87,0.84,1.38,186695.5,91513.03,598.53,129035.75,9.32,0.37,12.18,5.23,2014/1/28,24296.97,1.76,53.77,155.46,78.33,22.36,17140
300585,奥联电子,汽车配件,江苏,76.84,0.2,0.8,35248.01,21864.56,9719.71,5280.45,0.66,0.461,3.83,12.32,2016/12/29,10740.83,1.34,17.13,24.91,41.03,16.78,36518
600329,中新药业,中成药,天津,30.15,5.66,7.69,620557.81,403480.5,76908.84,130748.01,1.7,0.454,5.39,3.39,2001/6/6,165751.56,2.16,-5.64,4.25,31.44,7.37,34826
600599,熊猫金控,多元金融,湖南,0,1.66,1.66,117707.95,66659.74,2068.11,50607.8,3.05,-0.014,4.16,5.98,2001/8/28,828.78,0.05,28.02,-142.31,75.56,-1.01,23912
601021,春秋航空,空运,上海,17.83,2,8.01,1964032.75,703834.38,888338.81,153433.27,1.92,1.461,9.43,3.69,2015/1/21,492757.19,6.16,3.69,-2.72,20.79,17.83,19454
2105,信隆健康,文教休闲,深圳,139.76,3.69,3.69,131551.72,75715.47,42136.18,6092.15,0.17,0.06,1.29,8.72,2007/1/12,-278.29,-0.01,-2.4,145.87,15.54,2.28,35955
603997,继峰股份,汽车配件,浙江,45.29,1.14,4.2,170463.75,109897.2,43325.5,40594.51,0.97,0.422,3.47,7.35,2015/3/2,55913,1.33,31.56,37.09,36.66,18.35,28632
2205,国统股份,其他建材,新疆,253.25,1.16,1.16,214508.3,113741.17,40219.23,52237.48,4.5,0.115,7.88,3.69,2008/1/23,24200.57,2.08,52.86,125.18,23.89,2.22,12918
601018,宁波港,港口,浙江,31.46,128,131.73,5814791.5,1200500.13,2531450,862894.88,0.66,0.175,2.63,2.09,2010/9/28,1064038,0.81,-2.03,-12.99,24.87,14.08,290091
600359,新农开发,农业综合,新疆,0,3.82,3.82,286254.84,119339.81,88471,93506.36,2.45,-0.306,1.83,5.68,1999/4/29,-68330.11,-1.79,178.11,-512.81,5.41,-11.66,47709
2401,中海科技,软件服务,上海,88.94,3,3.03,137473.91,119452.17,9691.5,8795.17,0.29,0.195,2.49,6.98,2010/5/6,31614,1.04,0.55,7.93,21.62,9.05,20942
2182,云海金属,小金属,江苏,36.37,2.2,3.23,348635.13,178891.52,128995.92,78930.68,2.44,0.54,4.41,4.32,2007/11/13,28794.33,0.89,30.05,461.79,15.02,4.18,32010
755,*ST三维,化工原料,山西,0,4.69,4.69,515165.41,128347.65,353584.47,112936.02,2.41,-1.438,1.15,5.88,1997/6/27,-119189.55,-2.54,-48.59,-33.59,-3.07,-17.32,60060
600717,天津港,港口,天津,15.59,16.75,16.75,3228262.5,849932.69,1424373.75,348071.16,2.08,0.755,9.17,1.28,1996/6/14,843825.13,5.04,-15.29,3.13,27.91,9.69,91024
2302,西部建设,水泥,新疆,85.31,10.32,10.32,1435055.38,1134878.13,236046.7,105263.17,1.02,0.176,4.02,4.97,2009/11/3,196204.27,1.9,8.44,-20.67,11.86,2.25,53389
603966,法兰泰克,机械基件,江苏,114.13,0.4,1.6,73405.46,52539.18,0,0,0,0.228,4.12,8.43,2017/1/25,0,0,0,0,0,9.91,38467
600680,ST上普,通信设备,上海,0,2.57,3.82,315171.09,164762.84,10579.21,86835.21,2.27,-0.101,3.23,6.9,1993/10/18,-13575.19,-0.36,-47.16,-36.76,20.48,-7.56,55708
