code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600569,安阳钢铁,普钢,河南,65.07,23.94,23.94,3241073.5,1398582,1409716.25,346191.31,1.45,0.051,2.02,1.66,2001/8/20,-280334.03,-1.17,8.25,104.83,9.34,0.56,124032
601998,中信银行,银行,北京,7.89,319.05,489.35,593105024,0,1783400,5863600,1.2,0.851,7.75,0.87,2007/4/27,13666600,2.79,5.96,1.14,0,27.07,189431
90,天健集团,建筑施工,深圳,37.45,7.74,11.98,1713958.75,1427768.88,15378.05,228084.55,1.9,0.185,5.03,1.83,1999/7/21,155177.72,1.3,-6.15,-14.17,22.48,6.2,44523
300343,联创互联,互联网,山东,53.11,2.34,5.9,493634.94,192605.77,20480.07,307476.31,5.21,0.28,6.75,2.86,2012/8/1,30095.35,0.51,143.38,376.88,22.84,10.57,10868
600271,航天信息,电脑设备,北京,25.47,18.47,18.63,1775911.25,1230210.5,100489.8,21611.65,0.12,0.83,4.98,4.22,2003/7/11,572147.38,3.07,14.43,-1.21,17.1,6,84333
2172,澳洋科技,化纤,江苏,28.52,5.53,7.33,412252.69,186867.13,194837.38,89669.21,1.22,0.38,1.62,6.21,2007/9/21,-24587.45,-0.34,28.02,90.81,13.08,5.32,43549
600082,海泰发展,园区开发,天津,0,6.33,6.46,346905.81,333576.38,3929.85,41259.05,0.64,-0.075,2.64,2.86,1997/6/20,54834.91,0.85,7.06,-840.95,3.62,-8.39,48254
603838,四通股份,陶瓷,广东,90.05,0.97,2.67,78221.9,50191.34,9220.94,13989.55,0.52,0.224,2.5,8.09,2015/7/1,23305.02,0.87,-9.58,9.38,30.27,14.23,13882
2573,清新环境,环境保护,北京,31.07,10.65,10.66,976253.38,397522.53,380449.47,71952.86,0.68,0.467,3.09,6.26,2011/4/22,136591.63,1.28,29.59,40.2,38.39,25.06,69639
300234,开尔新材,陶瓷,浙江,154.35,1.43,2.9,118622.61,82106.53,22461.88,41463.17,1.43,0.098,3.47,4.37,2011/6/22,26437.85,0.91,-13.94,-57,31.74,7.85,20495
2436,兴森科技,元器件,深圳,53.92,9.73,14.88,405659.19,174686.16,160304.25,99990.78,0.67,0.094,1.55,4.36,2010/6/18,73837.25,0.5,40.34,21.97,31.03,6.48,90000
2540,亚太科技,铝,江苏,29.55,7.05,10.4,314213.5,181551.81,50343.5,71100.31,0.68,0.193,2.74,2.77,2011/1/18,101531.68,0.98,7.99,49.08,24.83,11.02,93208
19,深深宝Ａ,软饮料,深圳,0,3.78,4.52,104281.38,42402.71,36560.14,36764.65,0.81,-0.061,2.01,7.57,1992/10/12,3912.55,0.09,-9.28,-234.85,20.59,-12.17,70061
606,神州易桥,化学制药,青海,184.02,4.68,7.66,312974.03,128856.88,45036.62,208497.02,2.72,0.07,3.65,3.02,1996/10/4,-20556.1,-0.27,53.16,128.8,31.16,11.12,30741
300333,兆日科技,元器件,深圳,167.45,3.31,3.36,88568.71,58346.9,7365.62,38784.6,1.15,0.065,2.54,5.69,2012/6/28,10176.96,0.3,-7.72,-33.71,64.33,16.25,38040
2703,浙江世宝,汽车配件,浙江,161.09,1.39,3.16,207474.16,127962.72,59910.17,65903.68,2.09,0.201,4.67,6.94,2012/11/2,36785.48,1.16,35.65,18.58,22.68,5.59,45293
300046,台基股份,半导体,湖北,81.8,1.42,1.42,105135.9,51945.8,15911.15,56347.88,3.97,0.271,5.57,3.98,2010/1/20,4262.35,0.3,45.7,34.13,34.79,15.92,9000
300004,南风股份,电气设备,广东,238.77,3.83,5.09,358980.41,124131.27,93716.25,214456.84,4.21,0.043,5.96,2.29,2009/10/30,34940.87,0.69,-17.78,-64.74,34.08,4.49,22654
2661,克明面业,食品,湖南,43.28,3.29,3.36,238890.59,140251.72,75140.63,137177.02,4.08,0.282,6.07,2.68,2012/3/16,32502.85,0.97,15.85,24.16,21.49,6.62,16884
601717,郑煤机,工程机械,河南,239.76,13.78,17.32,1174789.88,896217.88,135869.81,351331.69,2.03,0.036,5.97,1.44,2010/8/3,388648.13,2.24,-19.56,46.92,20.31,1.71,58134
300429,强力新材,化工原料,江苏,61.28,0.99,2.57,107205.77,45132.4,27419.05,38169.84,1.48,0.38,3.66,8.22,2015/3/24,28561.76,1.11,32.4,41.66,44.33,29.21,8339
300387,富邦股份,化工原料,湖北,40.98,0.66,1.25,87550.53,57429.61,10870.9,18035.56,1.44,0.488,4.78,5.57,2014/7/2,29842.3,2.39,43.45,35.55,45.46,15.9,7082
2256,兆新股份,染料涂料,深圳,93.56,12.53,18.85,325225.22,137351.05,89098.18,3278.58,0.02,0.048,1.17,5.16,2008/6/25,24436.99,0.13,28.47,112.9,34.69,18.79,108841
2057,中钢天源,元器件,安徽,266.57,1.99,1.99,64000.85,36813.98,18168.49,22453.2,1.13,0.041,2.6,5.63,2006/8/2,7633.35,0.38,5.97,-42.39,20.83,3.43,24497
2001,新 和 成,化学制药,浙江,17.95,10.73,10.89,1141038.63,573674.06,312061.5,71803.31,0.66,1.104,7.4,2.68,2004/6/25,567432.13,5.21,22.86,199.11,45.43,25.61,44800
603026,石大胜华,化工原料,山东,38.52,1.4,2.03,215912.41,66748.02,119791.07,42942.15,2.12,0.672,7.29,4.73,2015/5/29,67638.75,3.34,8.79,202.21,11.09,5.04,39403
600221,海南航空,空运,海南,18.48,118.12,168.06,14814402,2953924,5809089,1815621.63,1.08,0.21,3.33,1.04,1999/11/25,1380334.25,0.82,15.48,4.51,22.91,7.71,491317
601958,金钼股份,小金属,陕西,0,32.27,32.27,1576010.5,609697.38,261529.7,675335.19,2.09,-0.011,3.93,1.98,2008/4/17,175972.2,0.55,1.51,-1231.09,2.79,-0.45,104533
2291,星期六,服饰,广东,324.08,3.63,3.99,301134.53,256188.3,12443.8,94621.5,2.37,0.044,4.59,4.14,2009/9/3,41834.46,1.05,-9.63,-25.97,52.16,1.6,23913
600054,黄山旅游,旅游景点,安徽,29.73,5.13,7.47,413541.53,207117.2,179263.72,34454.62,0.46,0.436,4.3,4.02,1997/5/6,184836.63,2.47,0.96,11.57,52.63,26.41,39413
300480,光力科技,电器仪表,河南,139.85,0.64,1.85,55331.98,46956.73,3516.81,11100.61,0.6,0.167,2.57,9.1,2015/7/2,17307.38,0.94,9.48,26.75,62.12,23.39,16161
2028,思源电气,电气设备,上海,33.88,5.79,7.6,646022.13,548989,55593.8,8142.47,0.11,0.49,5.53,2.83,2004/8/5,305399.5,4.02,10.16,-8.03,35.27,7.98,38905
600439,瑞贝卡,服饰,河南,46.89,9.43,9.43,426472.31,337838.66,56388.78,43712.67,0.46,0.125,2.45,3.2,2003/7/10,109269.05,1.16,-8.62,-9.58,32.08,8.64,66397
600571,信雅达,软件服务,浙江,65.66,4.2,4.4,171743.52,112971.05,6550.85,17894.65,0.41,0.279,2.63,6.96,2002/11/1,48042.75,1.09,28.7,1.3,52.92,8.85,65055
601898,中煤能源,煤炭开采,北京,39.97,91.52,132.59,24184878,4454134,8402103,3813760,2.88,0.153,6.48,0.94,2008/2/1,2909957.25,2.19,2.3,180.42,33.5,3.34,194062
8,神州高铁,运输设备,北京,84.89,20.1,28.09,716658.75,378223.34,16714.34,263258.78,0.94,0.04,2.11,4.15,1992/5/7,37866.71,0.13,32,126.37,50.83,21.53,71075
987,越秀金控,多元金融,广东,47.09,5.38,22.24,6685289,4155609.5,26609.45,888943.63,4,0.34,5.61,2.34,2000/7/18,78436.8,0.35,0.04,170.88,26.66,22.12,40855
563,陕国投Ａ,多元金融,陕西,36.83,28.62,30.9,950466.69,0,7997.22,274413.09,0.89,0.167,2.5,2.46,1994/1/10,149405.77,0.48,-11.94,13.5,0,50.83,99815
600508,上海能源,煤炭开采,上海,18.27,7.23,7.23,1398947,271106.69,558466.13,91517.17,1.27,0.625,11.76,0.97,2001/8/29,627236.06,8.68,4.42,3859.63,23.65,8.72,52149
601001,大同煤业,煤炭开采,山西,29.95,16.74,16.74,2684911,1171525.88,439867.09,112577.25,0.67,0.154,3.05,2.02,2006/6/23,42954.98,0.26,-18.52,122.62,48.44,5.56,101775
2666,德联集团,化工原料,广东,39.77,4.44,7.54,333895.88,239082.7,48491.1,98210.15,1.3,0.149,3.6,2.2,2012/3/27,94972.93,1.26,15.46,6.07,20.01,7.31,35922
603996,中新科技,家用电器,浙江,54.13,1.03,3,310080.97,273195.34,23601.67,55722.03,1.86,0.392,4.65,4.56,2015/12/22,47426.12,1.58,20.94,8.98,7.76,2.81,38629
601636,旗滨集团,玻璃,湖南,20.01,24.72,26.08,1250517.88,262609.59,820978.44,141339.81,0.54,0.17,2.14,2.07,2011/8/12,159493.27,0.61,30.83,268.31,26.36,9.12,103341
2189,利达光电,元器件,河南,265.12,1.99,1.99,86445.15,51616.21,27873.75,18514.51,0.93,0.087,2.69,8.56,2007/12/3,13059.9,0.66,2.97,9.74,13.36,2.1,35834
601699,潞安环能,煤炭开采,山西,220.44,29.91,29.91,5433995.5,1995746.25,1360444.75,143935.84,0.48,0.03,6.06,1.46,2006/9/22,863702.13,2.89,-8.92,-47.36,28,1.13,82765
2847,盐津铺子,食品,湖南,68.08,0.31,1.24,57583.73,22546.11,28614.84,7108.93,0.57,0.92,3.28,14.36,2017/2/8,12448.92,1,17.09,30.89,49.19,12.53,53384
300327,中颖电子,半导体,上海,67.5,1.88,1.9,82519.18,77106.32,2987.15,35374.8,1.86,0.566,3.65,10.46,2012/6/13,13617.32,0.72,25.85,116.2,44.2,20.79,24452
300221,银禧科技,塑料,广东,52.32,4.01,5.01,160884.38,100848.61,35265.51,14389.55,0.29,0.38,2.25,7.11,2011/5/25,32683.34,0.65,25.41,280.66,18.53,10.62,24532
600128,弘业股份,商贸代理,江苏,71.86,2.47,2.47,289697.09,178928.84,28898.19,70878.78,2.87,0.149,6.15,2.32,1997/9/1,43034.73,1.74,-23.98,15.6,7.92,1.67,25291
600084,中葡股份,红黄药酒,新疆,0,9.98,11.24,338557.5,270158,22002.67,270840.09,2.41,-0.062,2.12,4.63,1997/7/11,-153547.42,-1.37,-1.64,33.52,55.62,-35.44,86119
300464,星徽精密,机械基件,广东,93.18,0.89,2.1,79588.88,34513.8,26164.1,12414.78,0.59,0.136,2.38,7.13,2015/6/10,15991.67,0.76,15.41,21.45,23.41,8.53,18139
811,烟台冰轮,工程机械,山东,22.62,4.03,4.35,493250.56,228084.34,59288.56,26795.15,0.62,0.562,5.12,3.31,1998/5/28,126114.47,2.9,3.62,-1.08,30.69,11.49,28164
600486,扬农化工,农药化肥,江苏,28.88,3.1,3.1,513369.84,376501.84,89482.3,81536.68,2.63,0.95,10.65,3.43,2002/4/25,186568.8,6.02,-7.75,-7.88,25.64,13.64,12624
300265,通光线缆,电气设备,江苏,40.22,3.37,3.38,162225.86,122637.55,28068.93,24446.75,0.72,0.266,2.76,5.18,2011/9/16,32201.95,0.95,14.21,116.19,34.4,11.23,15492
2364,中恒电气,电气设备,浙江,57.36,4.27,5.64,260367.16,206186.69,24947.17,106286.38,1.89,0.25,4.09,4.38,2010/3/5,64591.63,1.15,11.11,30.85,50.33,22.89,36006
603883,老百姓,医药商业,湖南,39.56,0.84,2.67,490968.94,294135.03,25155.02,56142.96,2.1,1.112,6.93,6.35,2015/4/23,97198.68,3.64,33.4,23.45,36.06,4.87,30173
300179,四方达,矿物制品,河南,116.83,3.25,4.78,86161.8,54163.61,17275.25,6354.25,0.13,0.062,1.56,4.62,2011/2/15,18377.82,0.38,-17.9,-36.01,43.89,17.69,38803
600973,宝胜股份,电气设备,江苏,30.84,6.63,9.05,1113609.38,805993.44,212921.84,155985.31,1.72,0.293,3.98,2.27,2004/8/2,100952.09,1.12,16.46,65.52,8.33,1.76,38766
600977,中国电影,影视音像,北京,47.73,4.67,18.67,1425109.38,1043929.13,254368.55,422453.44,2.26,0.48,5.13,4.59,2016/8/9,314685.84,1.69,0,0,20.56,11.17,203163
601238,广汽集团,汽车整车,广东,22.71,42.53,64.66,8260924,3604156.75,1159965.5,870510.5,1.35,0.867,6.68,3.93,2012/3/29,2518863.5,3.9,81.43,107.6,20.47,16.31,17409
2682,龙洲股份,公路,福建,121.56,1.92,3.75,406623.53,196175.69,110092.02,50804.12,1.36,0.078,5.12,2.48,2012/6/12,52998.06,1.41,-4.43,-12.75,16.13,1.97,24936
603598,引力传媒,影视音像,北京,135.98,0.97,2.71,89145.15,81232.72,416.73,6263.56,0.23,0.105,2.2,8.66,2015/5/27,24842.42,0.92,-7.45,6.3,8.79,2.31,21904
2392,北京利尔,其他建材,北京,34.83,6.5,11.99,487851.56,361389,39684.9,99308.53,0.83,0.117,2.5,2.18,2010/4/23,73868.25,0.62,2.54,-2.24,36.56,10.06,79674
603007,花王股份,建筑施工,江苏,80.99,0.33,1.33,159258.19,106922.42,2671.26,37764.8,2.83,0.6,6.17,8.11,2016/8/26,27960.08,2.1,0,0,28.7,14.97,23153
2450,康得新,化工原料,江苏,35.73,28.76,35.24,2529296.25,2060865.75,307675.72,701358.56,1.99,0.44,4.65,4.11,2010/7/16,414033.41,1.17,35.54,36.21,37.31,19.76,78608
600823,世茂股份,全国地产,上海,9.22,26.79,26.79,7994956,4752982.5,167103.38,180574.48,0.67,0.791,7.39,0.99,1994/2/4,1104830.38,4.12,-12.22,4.17,35.84,15.46,41066
300506,名家汇,建筑施工,深圳,163.22,1.32,3,78306.06,63093.8,2270.63,2594.49,0.09,0.18,1.8,19.78,2016/3/24,19462.72,0.65,26.64,55.18,54.3,22.67,43965
600105,永鼎股份,通信设备,江苏,44.56,7.62,9.45,355494.5,193409.66,52053.3,44767.65,0.47,0.169,2.47,4.07,1997/9/29,69713.06,0.74,10.02,35.45,15.39,9.69,63743
300532,今天国际,软件服务,深圳,100.83,0.21,0.84,115785.9,100176.71,1768.9,35853.7,4.27,0.57,8.51,6.99,2016/8/18,24180.82,2.88,0,0,39.79,14.38,19537
544,中原环保,环境保护,河南,39.4,2.69,6.5,675366.13,197492.67,286576.97,400871.66,6.17,0.43,7.9,2.55,1993/12/8,44120.6,0.68,46.7,606.98,45.05,36.45,28223
300356,光一科技,电气设备,江苏,152.94,1.19,1.66,224676.16,123856.92,20991.65,101740.36,6.12,0.148,8.7,3.47,2012/10/9,24211.28,1.46,5.63,8.11,29.42,5.02,7465
600282,南钢股份,普钢,江苏,41.11,38.76,39.62,3430164.5,943243.19,2189819.25,61269.9,0.15,0.089,1.71,2.15,2000/9/19,143587.13,0.36,8.64,114.54,10.18,1.46,148155
300146,汤臣倍健,食品,广东,30.3,8.71,14.7,532835.81,322951.09,60158.3,199443.55,1.36,0.37,3.18,3.47,2010/12/15,100364.46,0.68,1.9,-15.78,64.4,23.18,52884
785,武汉中商,百货,湖北,1584.14,2.51,2.51,286734.72,122625.36,71242.78,7361.7,0.29,0.008,3.08,4.17,1997/7/11,23656,0.94,-9,104.25,21.01,0.05,20235
600826,兰生股份,商贸代理,上海,12.89,4.21,4.21,499059.25,221580.05,2796.62,13853.84,0.33,1.998,9.16,2.81,1994/2/4,164946.13,3.92,8.25,64.49,5.66,32.44,26779
600621,华鑫股份,全国地产,上海,46.9,5.24,5.24,437548.19,283537.72,13822.07,21753.25,0.42,0.294,3.76,3.67,1992/12/2,98045.15,1.87,66.79,18.27,63.56,25.31,41302
2231,奥维通信,通信设备,辽宁,679.24,2.89,3.57,87335.38,78396.56,4717.16,16531.59,0.46,0.02,1.9,7.27,2008/5/12,12554.98,0.35,23,-18.22,23.81,1.51,35646
669,金鸿能源,供气供热,吉林,34.64,4.79,4.86,1180164.88,271824.25,421221.56,178997.97,3.68,0.359,8.05,2.06,1996/12/10,156705.52,3.22,-10.88,-19.69,35.35,10.98,26431
300527,华舟应急,专用机械,湖北,97.25,1.16,4.63,294017.47,238878.3,34765.6,89128.99,1.93,0.178,3.71,6.21,2016/8/5,31867.8,0.69,0,0,19.68,6.77,70193
600523,贵航股份,汽车配件,贵州,36.91,2.89,2.89,378046.69,262699.03,64002.95,93132.31,3.22,0.6,7.25,3.05,2001/12/27,67806.68,2.35,5.01,4.64,23.25,5.15,23962
2610,爱康科技,电气设备,江苏,111.16,42.27,44.91,1525746.88,507135.44,740870.13,141433.63,0.31,0.019,1.37,2.02,2011/8/15,21764.45,0.05,7.55,-13.42,19.89,3.52,148433
2831,裕同科技,广告包装,深圳,37.74,0.4,4,525620.19,314531.28,122138.07,0.21,0,1.377,7.08,9.79,2016/12/16,208163.94,5.2,20.25,23.22,33.49,15.34,29441
603578,三星新材,玻璃,浙江,112.58,0.22,0.88,29902.66,19808.64,7260.71,6384.37,0.73,0.542,3.35,18.23,2017/3/6,7408.62,0.84,14.72,26.46,28.48,17.44,23239
601988,中国银行,银行,北京,6.06,2107.66,2943.88,1785750272,0,18072500,14170800,0.48,0.44,4.38,0.84,2006/7/5,55911200,1.9,3.45,2.48,0,36.53,884907
300089,文化长城,陶瓷,广东,49.6,2.49,4.35,222194.42,98099.34,17427.49,102578.18,2.36,0.29,3.98,4.18,2010/6/25,23902.75,0.55,-4.48,957.34,31.62,32.67,9000
2608,*ST舜船,船舶,江苏,41.9,5.37,32.53,4324326,633765.75,2308532.5,1310714,4.03,0.331,4.76,2.92,2011/8/10,-487861.81,-1.5,8.45,142.93,25.31,6.68,27419
600193,创兴资源,装修装饰,上海,959.84,4.25,4.25,45679.62,12786.78,0.85,13652.11,0.32,0.007,0.91,10.22,1999/5/27,-22353.2,-0.53,2827.46,-73.26,20.09,7.69,62068
600019,宝钢股份,普钢,上海,19.28,220.77,221.03,26687294,10141921,11078174,3377792.75,1.53,0.253,7.16,0.91,2000/12/12,4175795.25,1.89,9.2,148.33,12.23,4.19,300952
300348,长亮科技,软件服务,深圳,86.19,1.67,2.99,111921.45,60453.06,21084.81,30835.15,1.03,0.195,2.58,8.68,2012/8/17,19265.65,0.64,66.68,2011.01,47.94,16.22,28647
603318,派思股份,专用机械,辽宁,1458.37,1.06,3.66,101008.92,66773.38,16153.87,6430.25,0.18,0.007,1.2,10.87,2015/4/24,1602.66,0.04,20.84,-81.75,29.77,0.91,30526
300370,安控科技,电器仪表,北京,58.24,3.12,5.99,285351.38,185557.56,28423.13,49885.71,0.83,0.16,2.12,3.95,2014/1/23,25047.2,0.42,70.67,7.68,34.88,9.24,16830
2336,*ST人乐,超市连锁,深圳,523.01,3.39,4,589236.75,379380.31,116790,247589.8,6.19,0.017,5.63,2.15,2010/1/13,-72191,-1.8,-9.91,104.88,22.85,0.09,19367
300071,华谊嘉信,广告包装,北京,34.22,4.29,6.83,344547.75,182876.56,3516.68,880.57,0.01,0.184,1.74,4.83,2010/4/21,42716.7,0.63,3.76,12.92,17.62,4.97,25071
2382,蓝帆医疗,医疗保健,山东,33.2,4.84,4.94,158701.48,83999.36,52115.69,35547.75,0.72,0.366,2.63,4.63,2010/4/2,46740.98,0.95,-14.59,6.38,27.16,14.05,20755
300255,常山药业,生物制药,河北,52.41,5.98,9.35,310165.38,210069.84,47144.53,56688.44,0.61,0.107,2.32,3.23,2011/8/19,60533.66,0.65,25.73,16.51,65.67,12.38,22063
300294,博雅生物,生物制药,江西,62.68,2.18,2.67,241948.25,101068.15,33169.31,118967.92,4.45,1.017,7.83,8.15,2012/3/8,56504.44,2.11,74.27,79.21,63.04,28.74,17110
600162,香江控股,全国地产,深圳,20.11,17.62,34.03,1470387.75,1203642.13,51936.56,125183.72,0.37,0.2,1.99,1.89,1998/6/9,0,0,14.04,42.27,45.25,13.83,59054
831,*ST五稀,小金属,山西,0,9.81,9.81,218938.92,188506.91,13786.92,75535.68,0.77,-0.044,2.09,6.3,1998/9/11,11804.3,0.12,-78.44,40.37,26.37,-46.57,83348
2649,博彦科技,软件服务,北京,60.86,1.38,1.76,266572.59,148143.31,21093.2,124796.85,7.07,0.7,10.54,3.84,2012/1/6,59879.58,3.39,12.57,-35.23,29.6,6.06,33174
601038,一拖股份,农用机械,河南,50.03,5.94,9.9,1321051.38,761165.31,297085.53,212668.55,2.15,0.226,4.85,2.33,2012/8/8,128941.35,1.3,-6.58,65.06,18.4,2.57,37849
2689,远大智能,运输设备,辽宁,171.09,9.42,9.56,260818.17,162496.55,53442.3,13065.19,0.14,0.037,1.47,5.76,2012/7/17,26237.94,0.27,-24.56,-42.6,35.7,4.23,65627
300427,红相电力,电气设备,福建,94.22,1,2.84,89411.63,79700.4,5830.6,445.05,0.02,0.26,2.19,11.2,2015/2/17,29666.58,1.05,34.5,4.06,52.38,17.98,31537
300036,超图软件,软件服务,北京,59.9,3.05,4.5,219427.09,121696.88,17582.05,82945.28,1.84,0.58,3.59,4.72,2009/12/25,32785.21,0.73,78.35,116.83,63.38,15.3,45047
300511,雪榕生物,种植业,上海,55.37,0.38,1.5,246058.22,40637,119615.63,63254.61,4.22,0.76,8.55,4.53,2016/5/4,45743.82,3.05,-1.99,-15.03,23.07,10.49,22756
600990,四创电子,通信设备,安徽,72.81,1.37,1.37,366244.03,255838.66,14393.49,41637.9,3.05,0.947,8.34,8.26,2004/5/10,51503.15,3.77,21.94,12.28,12.25,4.25,15948
300052,中青宝,互联网,深圳,0,2.6,2.61,110481.97,40814.21,1713.03,59703.69,2.29,-0.191,3.64,5.71,2010/2/11,4242.85,0.16,-6.34,-176.27,61.7,-15.48,39133
751,锌业股份,铅锌,辽宁,63.63,14.1,14.1,377255.5,192085.86,86103.96,131577.38,0.93,0.067,1.5,3.78,1997/6/26,-97771.96,-0.69,6.84,34.88,12.54,2.86,194695
600546,*ST山煤,煤炭开采,山西,0,19.82,19.82,4926854.5,2545168.5,999717.31,224503.45,1.13,-0.251,1.68,2.83,2003/7/31,-143291.8,-0.72,-3.31,-461.87,4.08,-1.33,71842
600501,航天晨光,汽车配件,江苏,0,4.07,4.21,438383.75,287277.63,86208.43,140981.81,3.35,-0.017,5.06,3.76,2001/6/15,22041.17,0.52,-32.52,-133.84,24.43,-0.42,43766
600130,波导股份,通信设备,浙江,189.96,7.68,7.68,143166.86,108890.01,11110.51,45592.21,0.59,0.04,1.3,5.88,2000/7/6,-29991.01,-0.39,66.86,-49.48,5.45,0.97,100529
2503,搜于特,服饰,广东,57.7,8.13,15.62,719470.38,582695.31,40483.37,242627.22,1.55,0.26,3.31,4.04,2010/11/17,99472.09,0.64,218.74,86.47,17.69,5.72,18735
836,鑫茂科技,通信设备,天津,195.35,11.83,12.08,260089.55,181834.3,43517.44,20100.76,0.17,0.039,1.39,5.52,1997/9/29,21607.98,0.18,15.67,-65.57,8.33,2.55,32562
601258,庞大集团,汽车服务,河北,90.34,64.8,66.75,6436524.5,4557529,820486,363636.38,0.54,0.024,1.91,1.51,2011/4/28,245324.77,0.37,12.16,177.61,9.95,0.36,318460
955,欣龙控股,纺织,海南,0,5.38,5.38,118797.77,52387.25,49240.35,46931.06,0.87,-0.033,1.12,6.01,1999/12/9,-40546.42,-0.75,48.69,33.04,11.72,-5.12,42831
2579,中京电子,元器件,广东,36.87,3.5,3.78,131584.77,51208.46,67503.96,14640.12,0.39,0.255,2.1,5.96,2011/5/6,22020.48,0.58,38.94,469.49,16,17.63,29138
600784,鲁银投资,普钢,山东,118.08,5.68,5.68,460179.31,303394,32114.88,58470.53,1.03,0.073,2.82,3.08,1996/12/25,33568.39,0.59,27.72,164.33,5.76,1.39,49871
2843,泰嘉股份,钢加工,湖南,134.03,0.35,1.4,45768.3,21018.17,21532,3406.09,0.24,0.205,3.72,9.86,2017/1/20,21476.49,1.53,0,0,39.48,15.57,64884
300477,合纵科技,电气设备,北京,82.23,1.21,2.8,184319.88,128295.45,7827.63,16785.63,0.6,0.167,3,6.13,2015/6/10,35703.46,1.28,7.33,-9.4,28.94,5.8,16182
601016,节能风电,新型电力,北京,96.07,11.18,20.78,1794228.75,265303.31,1119205.5,325026.19,1.56,0.091,3.06,2.85,2014/9/29,92403.86,0.44,4.11,-7.26,44.99,13.33,67939
601028,玉龙股份,钢加工,江苏,0,7.83,7.85,302611.19,206761.56,52739.38,90588.13,1.15,-0.378,2.92,3.32,2011/11/7,47674.94,0.61,-25.5,-332.06,13.51,-21.05,52157
932,华菱钢铁,普钢,湖南,0,30.15,30.16,7121553.5,2396080.75,4128521.25,702718.88,2.33,-0.364,2.05,2.37,1999/8/3,-471311.91,-1.56,7.77,0.02,6.57,-3.18,105227
300108,双龙股份,中成药,吉林,29.86,3.31,6.36,255476.67,100838.25,80222.7,69918.43,1.1,0.37,2.8,3.13,2010/8/25,39187.6,0.62,10.04,37.39,38.97,24.96,18900
600123,兰花科创,煤炭开采,山西,0,11.42,11.42,2406387,602550.75,490418.59,25968.55,0.23,-0.207,8.04,0.97,1998/12/17,573863.31,5.02,-16.95,-469.9,18.88,-8.32,73071
600107,美尔雅,服饰,湖北,0,3.6,3.6,131237.2,86535.82,15406.82,15956.38,0.44,-0.029,1.44,9.49,1997/11/6,-2694.3,-0.07,-11.14,-458.2,36.83,-3.51,23686
601069,西部黄金,黄金,新疆,107.7,1.9,6.36,268841.34,74439.43,112012.38,50813.8,0.8,0.199,2.68,8,2015/1/22,48790.17,0.77,9.74,107.84,37.58,11.37,69746
600418,江淮汽车,汽车整车,安徽,19.1,10.17,18.93,4921460,3109117.5,1028616.13,533009.25,2.82,0.72,7.29,1.61,2001/8/24,485668.81,2.57,13.16,35.49,9.59,2.21,83431
300281,金明精机,专用机械,广东,115.97,1.42,2.43,114636.85,62347.07,30004.18,23829.47,0.98,0.12,3.01,6.18,2011/12/29,22906.06,0.94,7.34,4.14,35.08,11.82,8358
300394,天孚通信,通信设备,江苏,44.9,0.68,1.86,81599.9,56734.65,21213.2,22141.35,1.19,0.654,4.07,7.21,2015/2/17,30529.4,1.64,30.8,17.73,61.74,39.21,12519
911,南宁糖业,食品,广西,0,3.24,3.24,602166.94,319463.19,160229.52,145654.11,4.49,-0.797,4.12,3.58,1999/5/27,-59734.36,-1.84,-26.42,-750.69,8.36,-15.9,37326
698,沈阳化工,化工原料,辽宁,18.89,4.32,8.2,1059789.25,392440.63,539612.44,133632,1.63,0.415,5.15,1.52,1997/2/20,176571.06,2.15,-8.46,81.25,9.65,3.85,59633
2024,苏宁云商,电器连锁,江苏,0,50.18,93.1,13365485,7511211,1253429.75,3240356.25,3.48,-0.04,6.9,1.57,2004/7/21,1586162.25,1.7,11,-672.42,14.46,-0.29,478692
883,湖北能源,火力发电,湖北,13.1,53.46,65.07,4070400.5,350025.28,2331785.25,1013497.38,1.56,0.281,3.54,1.39,1998/5/19,573378.69,0.88,22.68,2.57,39.78,26.68,141811
601777,力帆股份,摩托车,重庆,44.7,12.37,12.56,2802292.25,1499908,540855.94,477487.34,3.8,0.148,5.41,1.63,2010/11/25,143038.47,1.14,0.63,-30.79,15.01,2.37,76917
572,海马汽车,汽车整车,海南,42.15,16.42,16.45,1819813,663280.63,311690.84,376545.72,2.29,0.14,4.56,1.29,1994/8/8,198928.66,1.21,14.03,41.71,13.62,1.66,99408
300080,易成新能,半导体,河南,216.71,5.02,5.03,624781,383184.72,150657.13,243110,4.84,0.041,6.45,1.37,2010/6/25,26423.08,0.53,40.55,221.14,22.49,0.86,35065
600069,银鸽投资,造纸,河南,0,8.25,12.49,519011.09,179731.47,198258.95,183992.23,1.47,-0.086,1.85,5.85,1997/4/30,-84950.6,-0.68,-7.27,-29.87,7.58,-5.9,48748
2648,卫星石化,化工原料,浙江,33.04,8,8.04,745389.56,276731.94,347645.72,143318.63,1.78,0.388,4.2,3.05,2011/12/28,88665.46,1.1,27.88,171.38,22.28,5.82,17200
